county,radon,log_radon,floor,u_county
70,1.1,0.09531018,0,-0.474673717
70,0.9,-0.10536052,1,-0.474673717
70,0.7,-0.35667494,0,-0.474673717
70,4.2,1.43508453,0,-0.474673717
70,3.4,1.22377543,0,-0.474673717
70,2.1,0.74193734,1,-0.474673717
70,2.9,1.06471074,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,2.4,0.87546874,0,-0.474673717
70,1.7,0.53062825,0,-0.474673717
70,0.8,-0.22314355,1,-0.474673717
70,11.7,2.45958884,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,2.8,1.02961942,0,-0.474673717
70,3.5,1.25276297,1,-0.474673717
70,3.6,1.28093385,0,-0.474673717
70,3.5,1.25276297,0,-0.474673717
70,3,1.09861229,0,-0.474673717
70,3.2,1.16315081,1,-0.474673717
70,3.1,1.13140211,0,-0.474673717
70,3.3,1.19392247,0,-0.474673717
70,1.7,0.53062825,1,-0.474673717
70,5.6,1.7227666,0,-0.474673717
70,3.4,1.22377543,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
70,32.2,3.47196645,0,-0.474673717
70,1.1,0.09531018,0,-0.474673717
70,2.1,0.74193734,0,-0.474673717
70,0.8,-0.22314355,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
70,1.3,0.26236426,0,-0.474673717
70,3.1,1.13140211,0,-0.474673717
70,7.2,1.97408103,0,-0.474673717
70,1.4,0.33647224,0,-0.474673717
70,1.3,0.26236426,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
70,5,1.60943791,0,-0.474673717
70,2.3,0.83290912,0,-0.474673717
70,2.4,0.87546874,0,-0.474673717
70,1.2,0.18232156,0,-0.474673717
70,5.4,1.68639895,0,-0.474673717
70,1.1,0.09531018,0,-0.474673717
70,1.4,0.33647224,0,-0.474673717
70,7.2,1.97408103,1,-0.474673717
70,1.1,0.09531018,0,-0.474673717
70,3.3,1.19392247,0,-0.474673717
70,3.2,1.16315081,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
70,3.6,1.28093385,0,-0.474673717
70,0.8,-0.22314355,0,-0.474673717
70,1.6,0.47000363,0,-0.474673717
70,1.4,0.33647224,0,-0.474673717
70,2.7,0.99325177,0,-0.474673717
70,3.3,1.19392247,0,-0.474673717
70,0.9,-0.10536052,0,-0.474673717
70,0.6,-0.51082562,0,-0.474673717
70,2,0.69314718,0,-0.474673717
70,1.9,0.64185389,0,-0.474673717
70,0.9,-0.10536052,0,-0.474673717
70,5.4,1.68639895,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
70,3.1,1.13140211,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,0.9,-0.10536052,1,-0.474673717
70,3.3,1.19392247,0,-0.474673717
70,1.7,0.53062825,0,-0.474673717
70,3.1,1.13140211,0,-0.474673717
70,0.7,-0.35667494,1,-0.474673717
70,4.3,1.45861502,0,-0.474673717
70,1.4,0.33647224,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
70,2.2,0.78845736,1,-0.474673717
70,2.4,0.87546874,0,-0.474673717
70,2.7,0.99325177,0,-0.474673717
70,1.7,0.53062825,0,-0.474673717
70,1.1,0.09531018,1,-0.474673717
70,1.8,0.58778666,1,-0.474673717
70,0.2,-1.60943791,0,-0.474673717
70,2.2,0.78845736,0,-0.474673717
70,4.6,1.5260563,0,-0.474673717
70,2.1,0.74193734,0,-0.474673717
70,2,0.69314718,0,-0.474673717
70,0.7,-0.35667494,0,-0.474673717
70,6.4,1.85629799,0,-0.474673717
70,3,1.09861229,0,-0.474673717
70,2,0.69314718,0,-0.474673717
70,0.9,-0.10536052,0,-0.474673717
70,3.3,1.19392247,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,2.2,0.78845736,0,-0.474673717
70,4.3,1.45861502,0,-0.474673717
71,7.5,2.01490302,0,0.116395407
71,6.4,1.85629799,0,0.116395407
71,8.3,2.11625551,0,0.116395407
71,2.1,0.74193734,0,0.116395407
71,3.3,1.19392247,0,0.116395407
71,1.3,0.26236426,0,0.116395407
71,5,1.60943791,0,0.116395407
71,1,0,1,0.116395407
71,7,1.94591015,0,0.116395407
71,5.7,1.74046617,0,0.116395407
71,10.1,2.31253542,0,0.116395407
71,6.6,1.88706965,0,0.116395407
71,2.6,0.95551145,1,0.116395407
71,3.3,1.19392247,0,0.116395407
71,1.5,0.40546511,1,0.116395407
71,5,1.60943791,0,0.116395407
71,7.4,2.00148,0,0.116395407
71,14.5,2.67414865,0,0.116395407
71,1.8,0.58778666,0,0.116395407
71,7.4,2.00148,0,0.116395407
71,2.6,0.95551145,0,0.116395407
71,3.7,1.30833282,0,0.116395407
71,1.9,0.64185389,0,0.116395407
71,2.2,0.78845736,1,0.116395407
71,5,1.60943791,0,0.116395407
72,7.3,1.98787435,0,0.269805739
72,3.7,1.30833282,0,0.269805739
72,2.9,1.06471074,0,0.269805739
72,4.4,1.48160454,0,0.269805739
72,8.4,2.12823171,0,0.269805739
72,5.1,1.62924054,0,0.269805739
72,3.6,1.28093385,0,0.269805739
72,1.5,0.40546511,0,0.269805739
72,8.6,2.1517622,0,0.269805739
72,10.6,2.360854,0,0.269805739
73,8,2.07944154,0,0.470778329
73,4.5,1.5040774,0,0.470778329
74,3,1.09861229,0,0.316028976
74,2.4,0.87546874,0,0.316028976
74,1.5,0.40546511,0,0.316028976
74,4.8,1.56861592,0,0.316028976
75,6.8,1.91692261,0,-0.046840067
75,2.1,0.74193734,0,-0.046840067
75,6,1.79175947,1,-0.046840067
76,2.9,1.06471074,1,0.497594477
76,6.7,1.90210753,0,0.497594477
76,19.3,2.9601051,0,0.497594477
76,4,1.38629436,0,0.497594477
77,5.9,1.77495235,0,0.150082416
77,9,2.19722458,0,0.150082416
77,8.4,2.12823171,0,0.150082416
77,1.1,0.09531018,1,0.150082416
77,3.1,1.13140211,0,0.150082416
77,11.5,2.44234704,0,0.150082416
77,9.6,2.2617631,0,0.150082416
78,2.9,1.06471074,0,-0.672029732
78,0.7,-0.35667494,1,-0.672029732
78,3.2,1.16315081,1,-0.672029732
78,4.7,1.54756251,0,-0.672029732
78,4.8,1.56861592,0,-0.672029732
79,0.4,-0.91629073,0,0.212414197
79,9.3,2.2300144,0,0.212414197
79,1.7,0.53062825,0,0.212414197
79,0.9,-0.10536052,1,0.212414197
80,10.2,2.32238772,0,-0.147484283
80,7.7,2.04122033,0,-0.147484283
80,2.2,0.78845736,0,-0.147484283
80,6.5,1.87180218,0,-0.147484283
80,12.2,2.50143595,0,-0.147484283
80,4.6,1.5260563,0,-0.147484283
80,6.2,1.82454929,0,-0.147484283
80,6.5,1.87180218,0,-0.147484283
80,2.8,1.02961942,0,-0.147484283
80,1.9,0.64185389,0,-0.147484283
80,1.2,0.18232156,1,-0.147484283
80,2.4,0.87546874,0,-0.147484283
80,1,0,0,-0.147484283
80,1.2,0.18232156,1,-0.147484283
80,1.6,0.47000363,0,-0.147484283
80,0.8,-0.22314355,0,-0.147484283
80,1.7,0.53062825,0,-0.147484283
80,4.7,1.54756251,0,-0.147484283
80,1.7,0.53062825,1,-0.147484283
80,3.3,1.19392247,0,-0.147484283
80,0.8,-0.22314355,1,-0.147484283
80,9.8,2.28238239,0,-0.147484283
80,5.3,1.66770682,0,-0.147484283
80,8.5,2.14006616,0,-0.147484283
80,1.9,0.64185389,0,-0.147484283
80,6.6,1.88706965,0,-0.147484283
80,3.8,1.33500107,0,-0.147484283
80,5.9,1.77495235,0,-0.147484283
80,4.9,1.58923521,0,-0.147484283
80,2.5,0.91629073,1,-0.147484283
80,10.7,2.37024374,0,-0.147484283
80,2.4,0.87546874,0,-0.147484283
80,2.1,0.74193734,0,-0.147484283
80,4.7,1.54756251,0,-0.147484283
80,3.7,1.30833282,0,-0.147484283
80,13.4,2.59525471,0,-0.147484283
80,2.9,1.06471074,0,-0.147484283
80,4.3,1.45861502,0,-0.147484283
80,3.8,1.33500107,0,-0.147484283
80,1.8,0.58778666,0,-0.147484283
80,1.5,0.40546511,0,-0.147484283
80,1.8,0.58778666,0,-0.147484283
80,1.3,0.26236426,0,-0.147484283
80,6.6,1.88706965,0,-0.147484283
80,20.4,3.0155349,0,-0.147484283
80,6,1.79175947,0,-0.147484283
81,13.8,2.62466859,0,0.183237804
81,10.2,2.32238772,1,0.183237804
81,5.7,1.74046617,1,0.183237804
82,9.3,2.2300144,0,0.236036084
83,3.4,1.22377543,0,0.463211867
83,4.1,1.41098697,0,0.463211867
83,11.6,2.4510051,0,0.463211867
83,7.2,1.97408103,0,0.463211867
83,4.7,1.54756251,0,0.463211867
83,1.8,0.58778666,1,0.463211867
83,0.7,-0.35667494,1,0.463211867
83,4.7,1.54756251,0,0.463211867
83,10.2,2.32238772,0,0.463211867
83,11.3,2.42480273,0,0.463211867
83,7.6,2.02814825,0,0.463211867
83,11.8,2.46809953,0,0.463211867
83,0.5,-0.69314718,1,0.463211867
84,6.7,1.90210753,0,-0.090024275
84,5.3,1.66770682,0,-0.090024275
84,3.1,1.13140211,0,-0.090024275
84,2.1,0.74193734,0,-0.090024275
84,7.3,1.98787435,0,-0.090024275
84,5.1,1.62924054,0,-0.090024275
84,2.2,0.78845736,0,-0.090024275
84,2.3,0.83290912,1,-0.090024275
84,15.9,2.76631911,0,-0.090024275
84,9.5,2.2512918,0,-0.090024275
84,6.4,1.85629799,0,-0.090024275
84,4.5,1.5040774,0,-0.090024275
84,5,1.60943791,0,-0.090024275
85,3.7,1.30833282,0,0.355286981
85,2.9,1.06471074,0,0.355286981
