tank,date,climate,drying,treatment,species,svl,mass,time,cumulative,prop.meta,devel.rate,final.stage,algaemass
14,7/27/2012,warming,perm,warming + slow,redlegged,19.0,0.597,77,21,0.7,0.246753247,46,0.0
14,8/1/2012,warming,perm,warming + slow,redlegged,21.0,0.79,82,22,0.733333333,0.231707317,36,0.0
14,8/4/2012,warming,perm,warming + slow,redlegged,19.0,0.477,85,23,0.766666667,0.223529412,46,0.0
14,8/29/2012,warming,perm,warming + slow,redlegged,22.0,0.64,109,24,0.8,0.174311927,NA,0.0
15,6/27/2012,warming,temp,warming + fast,spadefoot,17.5,0.552,49,1,0.033333333,0.387755102,46,5.979
15,6/29/2012,warming,temp,warming + fast,spadefoot,16.0,0.59,51,3,0.1,0.37254902,45,5.979
15,6/29/2012,warming,temp,warming + fast,spadefoot,17.5,0.582,51,3,0.1,0.37254902,46,5.979
15,7/1/2012,warming,temp,warming + fast,spadefoot,16.0,0.515,53,4,0.133333333,0.358490566,45,5.979
15,7/2/2012,warming,temp,warming + fast,spadefoot,16.0,0.589,54,5,0.166666667,0.351851852,46,5.979
15,7/4/2012,warming,temp,warming + fast,spadefoot,18.0,0.801,56,6,0.2,0.339285714,46,5.979
15,7/5/2012,warming,temp,warming + fast,spadefoot,15.0,0.393,57,7,0.233333333,0.333333333,46,5.979
15,7/8/2012,warming,temp,warming + fast,spadefoot,19.5,0.738,60,10,0.333333333,0.316666667,45,5.979
15,7/8/2012,warming,temp,warming + fast,spadefoot,18.0,0.599,60,10,0.333333333,0.316666667,46,5.979
15,7/8/2012,warming,temp,warming + fast,spadefoot,18.0,0.67,60,10,0.333333333,0.316666667,46,5.979
15,7/11/2012,warming,temp,warming + fast,spadefoot,18.0,0.56,63,11,0.366666667,0.301587302,46,5.979
15,7/14/2012,warming,temp,warming + fast,spadefoot,17.5,0.675,66,12,0.4,0.287878788,45,5.979
15,7/16/2012,warming,temp,warming + fast,spadefoot,15.0,0.426,68,13,0.433333333,0.279411765,46,5.979
15,7/19/2012,warming,temp,warming + fast,spadefoot,18.5,0.729,71,15,0.5,0.267605634,46,5.979
15,7/19/2012,warming,temp,warming + fast,spadefoot,21.0,0.86,71,15,0.5,0.267605634,46,5.979
16,7/19/2012,no warming,temp,no warming + fast,spadefoot,16.0,0.46,71,2,0.066666667,0.267605634,45,2.569
16,7/19/2012,no warming,temp,no warming + fast,spadefoot,17.0,0.643,71,2,0.066666667,0.267605634,45,2.569
16,7/22/2012,no warming,temp,no warming + fast,spadefoot,17.0,0.566,74,3,0.1,0.256756757,46,2.569
16,7/24/2012,no warming,temp,no warming + fast,spadefoot,17.0,0.6,76,4,0.133333333,0.25,45,2.569
16,7/25/2012,no warming,temp,no warming + fast,spadefoot,17.0,0.725,77,5,0.166666667,0.246753247,45,2.569
16,7/27/2012,no warming,temp,no warming + fast,spadefoot,18.5,0.84,77,7,0.233333333,0.246753247,45,2.569
16,7/27/2012,no warming,temp,no warming + fast,spadefoot,16.0,0.49,77,7,0.233333333,0.246753247,45,2.569
16,7/30/2012,no warming,temp,no warming + fast,spadefoot,17.0,0.615,80,8,0.266666667,0.2375,46,2.569
17,6/27/2012,warming,perm,warming + slow,redlegged,18.0,0.463,49,3,0.1,0.387755102,45,0.0
17,6/27/2012,warming,perm,warming + slow,redlegged,17.5,0.457,49,3,0.1,0.387755102,46,0.0
17,6/27/2012,warming,perm,warming + slow,redlegged,18.0,0.4,49,3,0.1,0.387755102,46,0.0
17,6/29/2012,warming,perm,warming + slow,redlegged,18.0,0.41,51,6,0.2,0.37254902,46,0.0
17,6/29/2012,warming,perm,warming + slow,redlegged,18.0,0.49,51,6,0.2,0.37254902,45,0.0
17,6/29/2012,warming,perm,warming + slow,redlegged,19.0,0.464,51,6,0.2,0.37254902,45,0.0
17,7/2/2012,warming,perm,warming + slow,redlegged,18.0,0.357,54,9,0.3,0.351851852,46,0.0
17,7/2/2012,warming,perm,warming + slow,redlegged,19.0,0.434,54,9,0.3,0.351851852,46,0.0
17,7/2/2012,warming,perm,warming + slow,redlegged,18.0,0.349,54,9,0.3,0.351851852,46,0.0
17,7/4/2012,warming,perm,warming + slow,redlegged,17.0,0.347,56,10,0.333333333,0.339285714,46,0.0
17,7/5/2012,warming,perm,warming + slow,redlegged,18.0,0.399,57,11,0.366666667,0.333333333,46,0.0
17,7/6/2012,warming,perm,warming + slow,redlegged,18.0,0.472,58,12,0.4,0.327586207,46,0.0
17,7/8/2012,warming,perm,warming + slow,redlegged,18.5,0.525,60,14,0.466666667,0.316666667,46,0.0
17,7/8/2012,warming,perm,warming + slow,redlegged,18.0,0.373,60,14,0.466666667,0.316666667,46,0.0
17,7/11/2012,warming,perm,warming + slow,redlegged,19.0,0.686,63,17,0.566666667,0.301587302,46,0.0
17,7/11/2012,warming,perm,warming + slow,redlegged,18.0,0.535,63,17,0.566666667,0.301587302,45,0.0
17,7/13/2012,warming,perm,warming + slow,redlegged,19.0,0.5,65,19,0.633333333,0.292307692,46,0.0
17,7/16/2012,warming,perm,warming + slow,redlegged,20.0,0.619,68,20,0.666666667,0.279411765,45,0.0
17,7/20/2012,warming,perm,warming + slow,redlegged,18.0,0.69,72,21,0.7,0.263888889,45,0.0
17,7/22/2012,warming,perm,warming + slow,redlegged,21.0,0.687,74,24,0.8,0.256756757,45,0.0
17,7/22/2012,warming,perm,warming + slow,redlegged,21.0,0.676,74,24,0.8,0.256756757,46,0.0
17,7/22/2012,warming,perm,warming + slow,redlegged,22.0,0.854,74,24,0.8,0.256756757,45,0.0
18,6/23/2012,warming,temp,warming + fast,spadefoot,17.5,0.61,45,2,0.066666667,0.422222222,46,3.3702
18,6/23/2012,warming,temp,warming + fast,spadefoot,18.5,0.76,45,2,0.066666667,0.422222222,46,3.3702
18,6/25/2012,warming,temp,warming + fast,spadefoot,18.0,0.573,47,4,0.133333333,0.404255319,46,3.3702
18,6/25/2012,warming,temp,warming + fast,spadefoot,19.0,0.808,47,4,0.133333333,0.404255319,46,3.3702
18,6/29/2012,warming,temp,warming + fast,spadefoot,19.5,0.966,51,5,0.166666667,0.37254902,46,3.3702
18,7/9/2012,warming,temp,warming + fast,spadefoot,22.0,1.079,61,6,0.2,0.31147541,46,3.3702
18,7/11/2012,warming,temp,warming + fast,spadefoot,20.0,0.843,63,8,0.266666667,0.301587302,46,3.3702
18,7/11/2012,warming,temp,warming + fast,spadefoot,22.5,0.877,63,8,0.266666667,0.301587302,46,3.3702
18,7/13/2012,warming,temp,warming + fast,spadefoot,19.5,0.939,65,9,0.3,0.292307692,45,3.3702
19,7/16/2012,no warming,temp,no warming + fast,spadefoot,17.0,0.66,68,1,0.033333333,0.279411765,46,2.5716
19,7/19/2012,no warming,temp,no warming + fast,spadefoot,19.5,0.787,71,2,0.066666667,0.267605634,46,2.5716
19,7/22/2012,no warming,temp,no warming + fast,spadefoot,20.0,0.984,74,3,0.1,0.256756757,46,2.5716
20,6/29/2012,warming,temp,warming + fast,redlegged,15.5,0.344,51,1,0.033333333,0.37254902,45,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,16.0,0.37,54,8,0.266666667,0.351851852,45,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,16.0,0.28,54,8,0.266666667,0.351851852,46,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,15.0,0.284,54,8,0.266666667,0.351851852,46,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,17.0,0.407,54,8,0.266666667,0.351851852,45,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,15.0,0.389,54,8,0.266666667,0.351851852,45,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,15.0,0.3,54,8,0.266666667,0.351851852,46,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,16.0,0.335,54,8,0.266666667,0.351851852,45,0.0
20,7/2/2012,warming,temp,warming + fast,redlegged,15.0,0.317,54,8,0.266666667,0.351851852,46,0.0
20,7/4/2012,warming,temp,warming + fast,redlegged,16.0,0.318,56,10,0.333333333,0.339285714,46,0.0
20,7/4/2012,warming,temp,warming + fast,redlegged,17.0,0.36,56,10,0.333333333,0.339285714,45,0.0
20,7/5/2012,warming,temp,warming + fast,redlegged,16.5,0.333,57,13,0.433333333,0.333333333,46,0.0
20,7/5/2012,warming,temp,warming + fast,redlegged,15.0,0.304,57,13,0.433333333,0.333333333,45,0.0
20,7/5/2012,warming,temp,warming + fast,redlegged,16.0,0.363,57,13,0.433333333,0.333333333,45,0.0
20,7/13/2012,warming,temp,warming + fast,redlegged,16.5,0.345,65,16,0.533333333,0.292307692,45,0.0
20,7/13/2012,warming,temp,warming + fast,redlegged,16.0,0.327,65,16,0.533333333,0.292307692,46,0.0
20,7/13/2012,warming,temp,warming + fast,redlegged,17.0,0.386,65,16,0.533333333,0.292307692,46,0.0
20,7/16/2012,warming,temp,warming + fast,redlegged,14.0,0.257,68,18,0.6,0.279411765,46,0.0
20,7/16/2012,warming,temp,warming + fast,redlegged,17.0,0.345,68,18,0.6,0.279411765,46,0.0
20,7/17/2012,warming,temp,warming + fast,redlegged,15.0,0.308,69,20,0.666666667,0.275362319,46,0.0
20,7/17/2012,warming,temp,warming + fast,redlegged,16.0,0.386,69,20,0.666666667,0.275362319,45,0.0
20,7/19/2012,warming,temp,warming + fast,redlegged,15.0,0.318,71,22,0.733333333,0.267605634,46,0.0
20,7/19/2012,warming,temp,warming + fast,redlegged,15.0,0.355,71,22,0.733333333,0.267605634,46,0.0
21,6/30/2012,warming,temp,warming + fast,redlegged,20.0,0.568,52,2,0.066666667,0.365384615,45,0.0
21,6/30/2012,warming,temp,warming + fast,redlegged,18.5,0.449,52,2,0.066666667,0.365384615,45,0.0
21,7/2/2012,warming,temp,warming + fast,redlegged,16.0,0.3,54,7,0.233333333,0.351851852,46,0.0
21,7/2/2012,warming,temp,warming + fast,redlegged,17.0,0.38,54,7,0.233333333,0.351851852,45,0.0
21,7/2/2012,warming,temp,warming + fast,redlegged,17.0,0.35,54,7,0.233333333,0.351851852,45,0.0
21,7/2/2012,warming,temp,warming + fast,redlegged,17.0,0.377,54,7,0.233333333,0.351851852,46,0.0
21,7/2/2012,warming,temp,warming + fast,redlegged,18.0,0.449,54,7,0.233333333,0.351851852,45,0.0
21,7/4/2012,warming,temp,warming + fast,redlegged,17.0,0.395,56,10,0.333333333,0.339285714,46,0.0
21,7/4/2012,warming,temp,warming + fast,redlegged,17.0,0.396,56,10,0.333333333,0.339285714,45,0.0
21,7/4/2012,warming,temp,warming + fast,redlegged,18.0,0.494,56,10,0.333333333,0.339285714,45,0.0
21,7/6/2012,warming,temp,warming + fast,redlegged,16.0,0.385,58,12,0.4,0.327586207,45,0.0
21,7/6/2012,warming,temp,warming + fast,redlegged,17.0,0.409,58,12,0.4,0.327586207,45,0.0
21,7/11/2012,warming,temp,warming + fast,redlegged,17.0,0.38,63,13,0.433333333,0.301587302,46,0.0
21,7/13/2012,warming,temp,warming + fast,redlegged,18.0,0.46,65,17,0.566666667,0.292307692,46,0.0
21,7/13/2012,warming,temp,warming + fast,redlegged,16.0,0.362,65,17,0.566666667,0.292307692,45,0.0
21,7/13/2012,warming,temp,warming + fast,redlegged,17.5,0.439,65,17,0.566666667,0.292307692,46,0.0
21,7/13/2012,warming,temp,warming + fast,redlegged,17.5,0.436,65,17,0.566666667,0.292307692,45,0.0
21,7/14/2012,warming,temp,warming + fast,redlegged,17.0,0.496,66,18,0.6,0.287878788,45,0.0
21,7/16/2012,warming,temp,warming + fast,redlegged,16.5,0.473,68,21,0.7,0.279411765,45,0.0
21,7/16/2012,warming,temp,warming + fast,redlegged,19.0,0.532,68,21,0.7,0.279411765,45,0.0
21,7/16/2012,warming,temp,warming + fast,redlegged,18.0,0.485,68,21,0.7,0.279411765,46,0.0
21,7/19/2012,warming,temp,warming + fast,redlegged,17.0,0.487,71,22,0.733333333,0.267605634,45,0.0
22,6/19/2012,warming,temp,warming + fast,treefrog,15.0,0.288,42,1,0.033333333,0.452380952,46,0.0
22,6/21/2012,warming,temp,warming + fast,treefrog,16.0,0.333,44,4,0.133333333,0.431818182,46,0.0
22,6/21/2012,warming,temp,warming + fast,treefrog,16.0,0.356,44,4,0.133333333,0.431818182,46,0.0
22,6/21/2012,warming,temp,warming + fast,treefrog,15.0,0.287,44,4,0.133333333,0.431818182,46,0.0
22,6/23/2012,warming,temp,warming + fast,treefrog,17.0,0.343,45,6,0.2,0.422222222,46,0.0
22,6/23/2012,warming,temp,warming + fast,treefrog,13.0,0.238,45,6,0.2,0.422222222,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,14.0,0.297,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,15.0,0.312,47,18,0.6,0.404255319,45,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,14.0,0.247,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,13.0,0.19,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,13.0,0.219,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,13.5,0.247,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,15.0,0.317,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,15.0,0.316,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,13.0,0.198,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,13.0,0.23,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,14.0,0.268,47,18,0.6,0.404255319,46,0.0
22,6/25/2012,warming,temp,warming + fast,treefrog,16.0,0.278,47,18,0.6,0.404255319,46,0.0
22,6/27/2012,warming,temp,warming + fast,treefrog,13.0,0.227,49,21,0.7,0.387755102,46,0.0
22,6/27/2012,warming,temp,warming + fast,treefrog,15.0,0.352,49,21,0.7,0.387755102,45,0.0
22,6/27/2012,warming,temp,warming + fast,treefrog,14.5,0.284,49,21,0.7,0.387755102,46,0.0
22,6/29/2012,warming,temp,warming + fast,treefrog,16.0,0.29,51,26,0.866666667,0.37254902,46,0.0
22,6/29/2012,warming,temp,warming + fast,treefrog,15.0,0.28,51,26,0.866666667,0.37254902,46,0.0
22,6/29/2012,warming,temp,warming + fast,treefrog,15.0,0.3,51,26,0.866666667,0.37254902,46,0.0
22,6/29/2012,warming,temp,warming + fast,treefrog,15.0,0.339,51,26,0.866666667,0.37254902,45,0.0
22,6/29/2012,warming,temp,warming + fast,treefrog,15.0,0.292,51,26,0.866666667,0.37254902,46,0.0
22,7/2/2012,warming,temp,warming + fast,treefrog,15.5,0.306,54,28,0.933333333,0.351851852,46,0.0
22,7/2/2012,warming,temp,warming + fast,treefrog,15.0,0.393,54,28,0.933333333,0.351851852,45,0.0
22,7/11/2012,warming,temp,warming + fast,treefrog,16.0,0.339,63,29,0.966666667,0.301587302,46,0.0
23,7/22/2012,no warming,temp,no warming + fast,redlegged,16.0,0.36,74,4,0.133333333,0.256756757,45,0.6013
23,7/22/2012,no warming,temp,no warming + fast,redlegged,17.0,0.379,74,4,0.133333333,0.256756757,46,0.6013
23,7/22/2012,no warming,temp,no warming + fast,redlegged,18.0,0.446,74,4,0.133333333,0.256756757,46,0.6013
23,7/23/2012,no warming,temp,no warming + fast,redlegged,18.0,0.508,75,5,0.166666667,0.253333333,45,0.6013
23,7/24/2012,no warming,temp,no warming + fast,redlegged,18.0,0.55,76,6,0.2,0.25,45,0.6013
23,7/25/2012,no warming,temp,no warming + fast,redlegged,17.0,0.434,75,10,0.333333333,0.253333333,45,0.6013
23,7/25/2012,no warming,temp,no warming + fast,redlegged,19.0,0.548,75,10,0.333333333,0.253333333,46,0.6013
23,7/25/2012,no warming,temp,no warming + fast,redlegged,17.0,0.455,75,10,0.333333333,0.253333333,45,0.6013
23,7/25/2012,no warming,temp,no warming + fast,redlegged,19.5,0.598,75,10,0.333333333,0.253333333,45,0.6013
23,7/26/2012,no warming,temp,no warming + fast,redlegged,19.0,0.538,76,12,0.4,0.25,45,0.6013
23,7/26/2012,no warming,temp,no warming + fast,redlegged,18.0,0.539,76,12,0.4,0.25,45,0.6013
23,7/30/2012,no warming,temp,no warming + fast,redlegged,17.0,0.389,80,14,0.466666667,0.2375,46,0.6013
23,7/30/2012,no warming,temp,no warming + fast,redlegged,18.0,0.516,80,14,0.466666667,0.2375,46,0.6013
24,7/16/2012,no warming,perm,no warming + slow,redlegged,19.0,0.456,68,1,0.033333333,0.279411765,46,0.7956
24,7/17/2012,no warming,perm,no warming + slow,redlegged,18.5,0.47,69,2,0.066666667,0.275362319,45,0.7956
24,7/19/2012,no warming,perm,no warming + slow,redlegged,17.0,0.455,71,7,0.233333333,0.267605634,45,0.7956
24,7/19/2012,no warming,perm,no warming + slow,redlegged,19.0,0.55,71,7,0.233333333,0.267605634,46,0.7956
24,7/19/2012,no warming,perm,no warming + slow,redlegged,17.0,0.475,71,7,0.233333333,0.267605634,45,0.7956
24,7/19/2012,no warming,perm,no warming + slow,redlegged,18.0,0.418,71,7,0.233333333,0.267605634,46,0.7956
24,7/19/2012,no warming,perm,no warming + slow,redlegged,16.0,0.322,71,7,0.233333333,0.267605634,46,0.7956
24,7/22/2012,no warming,perm,no warming + slow,redlegged,16.0,0.377,74,12,0.4,0.256756757,46,0.7956
24,7/22/2012,no warming,perm,no warming + slow,redlegged,18.0,0.419,74,12,0.4,0.256756757,46,0.7956
24,7/22/2012,no warming,perm,no warming + slow,redlegged,15.0,0.325,74,12,0.4,0.256756757,46,0.7956
24,7/22/2012,no warming,perm,no warming + slow,redlegged,16.5,0.456,74,12,0.4,0.256756757,46,0.7956
24,7/22/2012,no warming,perm,no warming + slow,redlegged,16.0,0.385,74,12,0.4,0.256756757,46,0.7956
24,7/25/2012,no warming,perm,no warming + slow,redlegged,16.0,0.39,75,15,0.5,0.253333333,45,0.7956
24,7/25/2012,no warming,perm,no warming + slow,redlegged,16.0,0.368,75,15,0.5,0.253333333,45,0.7956
24,7/25/2012,no warming,perm,no warming + slow,redlegged,16.0,0.384,75,15,0.5,0.253333333,45,0.7956
24,7/27/2012,no warming,perm,no warming + slow,redlegged,16.5,0.325,77,16,0.533333333,0.246753247,46,0.7956
24,8/4/2012,no warming,perm,no warming + slow,redlegged,16.5,0.36,85,18,0.6,0.223529412,46,0.7956
24,8/4/2012,no warming,perm,no warming + slow,redlegged,18.0,0.539,85,18,0.6,0.223529412,45,0.7956
24,8/11/2012,no warming,perm,no warming + slow,redlegged,18.0,0.48,92,21,0.7,0.206521739,46,0.7956
24,8/11/2012,no warming,perm,no warming + slow,redlegged,18.0,0.489,92,21,0.7,0.206521739,46,0.7956
24,8/11/2012,no warming,perm,no warming + slow,redlegged,18.5,0.46,92,21,0.7,0.206521739,46,0.7956
24,8/14/2012,no warming,perm,no warming + slow,redlegged,19.0,0.48,95,25,0.833333333,0.2,46,0.7956
24,8/14/2012,no warming,perm,no warming + slow,redlegged,18.0,0.43,95,25,0.833333333,0.2,46,0.7956
24,8/14/2012,no warming,perm,no warming + slow,redlegged,18.5,0.493,95,25,0.833333333,0.2,46,0.7956
24,8/14/2012,no warming,perm,no warming + slow,redlegged,19.0,0.467,95,25,0.833333333,0.2,46,0.7956
24,8/20/2012,no warming,perm,no warming + slow,redlegged,21.0,0.7,100,26,0.866666667,0.19,46,0.7956
25,7/16/2012,no warming,perm,no warming + slow,redlegged,20.0,0.605,68,1,0.033333333,0.279411765,45,4.1476
25,7/17/2012,no warming,perm,no warming + slow,redlegged,19.0,0.584,69,3,0.1,0.275362319,45,4.1476
25,7/17/2012,no warming,perm,no warming + slow,redlegged,18.0,0.445,69,3,0.1,0.275362319,45,4.1476
25,7/19/2012,no warming,perm,no warming + slow,redlegged,17.0,0.39,71,8,0.266666667,0.267605634,45,4.1476
25,7/19/2012,no warming,perm,no warming + slow,redlegged,17.0,0.333,71,8,0.266666667,0.267605634,46,4.1476
25,7/19/2012,no warming,perm,no warming + slow,redlegged,17.5,0.415,71,8,0.266666667,0.267605634,45,4.1476
25,7/19/2012,no warming,perm,no warming + slow,redlegged,17.0,0.4,71,8,0.266666667,0.267605634,45,4.1476
25,7/19/2012,no warming,perm,no warming + slow,redlegged,21.0,0.773,71,8,0.266666667,0.267605634,46,4.1476
25,7/22/2012,no warming,perm,no warming + slow,redlegged,18.5,0.439,74,9,0.3,0.256756757,46,4.1476
25,7/25/2012,no warming,perm,no warming + slow,redlegged,18.0,0.409,75,12,0.4,0.253333333,46,4.1476
25,7/25/2012,no warming,perm,no warming + slow,redlegged,17.0,0.48,75,12,0.4,0.253333333,45,4.1476
25,7/26/2012,no warming,perm,no warming + slow,redlegged,18.0,0.497,76,12,0.4,0.25,45,4.1476
25,7/30/2012,no warming,perm,no warming + slow,redlegged,17.0,0.369,80,17,0.566666667,0.2375,46,4.1476
25,7/30/2012,no warming,perm,no warming + slow,redlegged,16.5,0.3,80,17,0.566666667,0.2375,46,4.1476
25,7/30/2012,no warming,perm,no warming + slow,redlegged,18.0,0.478,80,17,0.566666667,0.2375,46,4.1476
25,7/30/2012,no warming,perm,no warming + slow,redlegged,17.0,0.354,80,17,0.566666667,0.2375,46,4.1476
25,7/30/2012,no warming,perm,no warming + slow,redlegged,18.0,0.396,80,17,0.566666667,0.2375,46,4.1476
25,8/4/2012,no warming,perm,no warming + slow,redlegged,17.5,0.41,85,19,0.633333333,0.223529412,46,4.1476
25,8/4/2012,no warming,perm,no warming + slow,redlegged,19.5,0.615,85,19,0.633333333,0.223529412,46,4.1476
25,8/6/2012,no warming,perm,no warming + slow,redlegged,18.0,0.449,87,20,0.666666667,0.218390805,46,4.1476
25,8/14/2012,no warming,perm,no warming + slow,redlegged,20.0,0.49,95,21,0.7,0.2,46,4.1476
25,8/22/2012,no warming,perm,no warming + slow,redlegged,24.5,1.2,102,22,0.733333333,0.18627451,45,4.1476
25,8/29/2012,no warming,perm,no warming + slow,redlegged,23.0,0.88,109,24,0.8,0.174311927,NA,4.1476
25,8/29/2012,no warming,perm,no warming + slow,redlegged,17.0,0.305,109,24,0.8,0.174311927,NA,4.1476
26,6/19/2012,warming,perm,warming + slow,treefrog,16.0,0.325,42,1,0.033333333,0.452380952,45,0.0
26,6/21/2012,warming,perm,warming + slow,treefrog,16.5,0.339,44,4,0.133333333,0.431818182,46,0.0
26,6/21/2012,warming,perm,warming + slow,treefrog,15.5,0.31,44,4,0.133333333,0.431818182,46,0.0
26,6/21/2012,warming,perm,warming + slow,treefrog,16.0,0.333,44,4,0.133333333,0.431818182,46,0.0
26,6/23/2012,warming,perm,warming + slow,treefrog,15.5,0.34,45,6,0.2,0.422222222,45,0.0
26,6/23/2012,warming,perm,warming + slow,treefrog,15.5,0.323,45,6,0.2,0.422222222,45,0.0
26,6/25/2012,warming,perm,warming + slow,treefrog,16.0,0.328,47,9,0.3,0.404255319,46,0.0
26,6/25/2012,warming,perm,warming + slow,treefrog,16.0,0.3,47,9,0.3,0.404255319,46,0.0
26,6/25/2012,warming,perm,warming + slow,treefrog,15.0,0.284,47,9,0.3,0.404255319,46,0.0
26,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.384,49,15,0.5,0.387755102,45,0.0
26,6/27/2012,warming,perm,warming + slow,treefrog,18.0,0.362,49,15,0.5,0.387755102,46,0.0
26,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.252,49,15,0.5,0.387755102,46,0.0
26,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.286,49,15,0.5,0.387755102,46,0.0
26,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.314,49,15,0.5,0.387755102,45,0.0
26,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.47,49,15,0.5,0.387755102,45,0.0
26,6/29/2012,warming,perm,warming + slow,treefrog,14.0,0.349,51,17,0.566666667,0.37254902,46,0.0
26,6/29/2012,warming,perm,warming + slow,treefrog,15.0,0.297,51,17,0.566666667,0.37254902,45,0.0
26,7/2/2012,warming,perm,warming + slow,treefrog,15.0,0.338,54,23,0.766666667,0.351851852,45,0.0
26,7/2/2012,warming,perm,warming + slow,treefrog,15.5,0.288,54,23,0.766666667,0.351851852,46,0.0
26,7/2/2012,warming,perm,warming + slow,treefrog,15.5,0.375,54,23,0.766666667,0.351851852,46,0.0
26,7/2/2012,warming,perm,warming + slow,treefrog,15.0,0.359,54,23,0.766666667,0.351851852,46,0.0
26,7/2/2012,warming,perm,warming + slow,treefrog,16.0,0.34,54,23,0.766666667,0.351851852,45,0.0
26,7/2/2012,warming,perm,warming + slow,treefrog,15.0,0.315,54,23,0.766666667,0.351851852,46,0.0
26,7/4/2012,warming,perm,warming + slow,treefrog,16.0,0.346,56,24,0.8,0.339285714,46,0.0
26,7/5/2012,warming,perm,warming + slow,treefrog,16.5,0.41,57,25,0.833333333,0.333333333,45,0.0
26,7/6/2012,warming,perm,warming + slow,treefrog,16.0,0.45,58,26,0.866666667,0.327586207,45,0.0
26,7/8/2012,warming,perm,warming + slow,treefrog,16.0,0.368,60,28,0.933333333,0.316666667,46,0.0
26,7/8/2012,warming,perm,warming + slow,treefrog,17.0,0.437,60,28,0.933333333,0.316666667,46,0.0
26,7/11/2012,warming,perm,warming + slow,treefrog,17.0,0.394,63,29,0.966666667,0.301587302,46,0.0
27,7/16/2012,no warming,perm,no warming + slow,redlegged,18.0,0.43,68,1,0.033333333,0.279411765,46,0.0
27,7/19/2012,no warming,perm,no warming + slow,redlegged,19.0,0.455,71,5,0.166666667,0.267605634,45,0.0
27,7/19/2012,no warming,perm,no warming + slow,redlegged,17.5,0.399,71,5,0.166666667,0.267605634,45,0.0
27,7/19/2012,no warming,perm,no warming + slow,redlegged,18.5,0.566,71,5,0.166666667,0.267605634,45,0.0
27,7/19/2012,no warming,perm,no warming + slow,redlegged,19.0,0.6,71,5,0.166666667,0.267605634,46,0.0
27,7/22/2012,no warming,perm,no warming + slow,redlegged,18.0,0.468,74,10,0.333333333,0.256756757,45,0.0
27,7/22/2012,no warming,perm,no warming + slow,redlegged,18.0,0.46,74,10,0.333333333,0.256756757,46,0.0
27,7/22/2012,no warming,perm,no warming + slow,redlegged,17.0,0.373,74,10,0.333333333,0.256756757,46,0.0
27,7/22/2012,no warming,perm,no warming + slow,redlegged,17.0,0.316,74,10,0.333333333,0.256756757,46,0.0
27,7/22/2012,no warming,perm,no warming + slow,redlegged,15.5,0.309,74,10,0.333333333,0.256756757,46,0.0
27,7/23/2012,no warming,perm,no warming + slow,redlegged,17.0,0.41,75,11,0.366666667,0.253333333,45,0.0
27,7/30/2012,no warming,perm,no warming + slow,redlegged,18.0,0.476,80,15,0.5,0.2375,46,0.0
27,7/30/2012,no warming,perm,no warming + slow,redlegged,17.0,0.438,80,15,0.5,0.2375,46,0.0
27,7/30/2012,no warming,perm,no warming + slow,redlegged,19.5,0.64,80,15,0.5,0.2375,45,0.0
27,7/30/2012,no warming,perm,no warming + slow,redlegged,18.0,0.428,80,15,0.5,0.2375,46,0.0
27,7/31/2012,no warming,perm,no warming + slow,redlegged,19.0,0.57,81,16,0.533333333,0.234567901,45,0.0
27,8/4/2012,no warming,perm,no warming + slow,redlegged,20.0,0.599,85,17,0.566666667,0.223529412,46,0.0
27,8/7/2012,no warming,perm,no warming + slow,redlegged,18.5,0.47,88,19,0.633333333,0.215909091,46,0.0
27,8/7/2012,no warming,perm,no warming + slow,redlegged,17.0,0.403,88,19,0.633333333,0.215909091,46,0.0
27,8/29/2012,no warming,perm,no warming + slow,redlegged,19.5,0.465,109,21,0.7,0.174311927,NA,0.0
